Semarang,-6.9667,110.4167
Makassar,-5.1477,119.4327
Palembang,-2.9909,104.7564
Balikpapan,-1.2692,116.8250
Manado,1.4748,124.8421
Pontianak,-0.0263,109.3425
Batam,1.0456,104.0305
Malang,-7.9666,112.6326
Banda Aceh,5.5483,95.3238
Kupang,-10.1772,123.6070
