Jakarta,-6.2000,106.816666
Ambon,-3.654703,128.190643
Ponorogo,-7.866688,111.466614
Pangkal Pinang,-2.13333,106.116669
Tangerang,-6.178306,106.631889
Batam,1.045626,104.030457
Jambi,-1.609972,103.607254
Samarinda,-0.502106,117.153709
Denpasar,-8.650000,115.216667
Makassar,-6.271194,106.894547
Sampit,-2.539465,112.958687
Merauke,-8.499112,140.404984
Bima,-8.460566,118.727402
Flores,-8.3130942,122.9663018
Kupang,-10.1772,123.6070
