Jakarta,-6.1750,106.8275
Surabaya,-7.2458,112.7378
Medan,3.5894,98.6739
Malang,-7.9800,112.6200
Bekasi,-6.2349,106.9923
Tangerang,-6.1703,106.6403
Depok,-6.3940,106.8225
Semarang,-6.9900,110.4225
Palembang,-2.9861,104.7556
Makassar,-5.1619,119.4362
Sumedang,-6.8400,107.9208
Cilacap,-7.7167,109.0170
Bandar Lampung,-5.4500,105.2667
Bogor,-6.5966,106.7972
Ponorogo,-7.866688,111.466614
Cibinong,-6.497641,106.828224
Cakung,-6.2138,106.9473
